collection_item_id,game,card,current_status,classification,recovered_cardmarket_id,candidate_cardmarket_ids,original_import_evidence,legacy_evidence,external_id_evidence,scryfall_evidence,cardtrader_evidence,historical_url_evidence,provenance_gap,lost_fields,original_value,current_value,confidence_reason,remaining_blocker,next_action,magic_category
120,Magic,Art Series: Asceticism,AMBIGUOUS,EXACT_RECOVERED,718740,718740|718741,collection-ambiguous-review.done.csv source_row=81; variant=gold_stamp; set_hint=LTR; card_number=72.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Asceticism-V2 || collection-ambiguous-review.done.csv source_row=81; variant=gold_stamp; set_hint=LTR; card_number=72.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Asceticism-V2,cards.id=684; collection_items.card_id=684; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718740; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250729; source_variant=NULL; source_collector_number=A72; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Asceticism-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Asceticism-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A72 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718740; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718740 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
121,Magic,Art Series: Realm Seekers,AMBIGUOUS,EXACT_RECOVERED,718747,718746|718747,collection-ambiguous-review.done.csv source_row=82; variant=gold_stamp; set_hint=LTR; card_number=74.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Realm-Seekers-V2 || collection-ambiguous-review.done.csv source_row=82; variant=gold_stamp; set_hint=LTR; card_number=74.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Realm-Seekers-V2,cards.id=689; collection_items.card_id=689; printing_variant=other; variant_label=Gold-Stamped; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718747; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250805; source_variant=Gold-Stamped; source_collector_number=A74g; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Realm-Seekers-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Realm-Seekers-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A74 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718747; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718747 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
122,Magic,Art Series: Ghost Quarter,AMBIGUOUS,EXACT_RECOVERED,718757,718757|718758,collection-ambiguous-review.done.csv source_row=83; variant=gold_stamp; set_hint=LTR; card_number=78.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Ghost-Quarter-V2 || collection-ambiguous-review.done.csv source_row=83; variant=gold_stamp; set_hint=LTR; card_number=78.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Ghost-Quarter-V2,cards.id=696; collection_items.card_id=696; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718757; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250761; source_variant=NULL; source_collector_number=A78; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Ghost-Quarter-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Ghost-Quarter-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A78 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718757; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718757 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
123,Magic,Art Series: Valley of Gorgoroth,AMBIGUOUS,EXACT_RECOVERED,718763,718761|718763,collection-ambiguous-review.done.csv source_row=84; variant=gold_stamp; set_hint=LTR; card_number=80.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Valley-of-Gorgoroth-V2 || collection-ambiguous-review.done.csv source_row=84; variant=gold_stamp; set_hint=LTR; card_number=80.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Valley-of-Gorgoroth-V2,cards.id=701; collection_items.card_id=701; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718763; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250784; source_variant=NULL; source_collector_number=A80; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Valley-of-Gorgoroth-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Valley-of-Gorgoroth-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A80 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718763; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718763 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
124,Magic,"Art Series: Faramir, Steward of Gondor",AMBIGUOUS,EXACT_RECOVERED,718704,718704|718705,collection-ambiguous-review.done.csv source_row=85; variant=gold_stamp; set_hint=LTR; card_number=62.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Faramir-Steward-of-Gondor-V2 || collection-ambiguous-review.done.csv source_row=85; variant=gold_stamp; set_hint=LTR; card_number=62.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Faramir-Steward-of-Gondor-V2,cards.id=664; collection_items.card_id=664; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718704; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250716; source_variant=NULL; source_collector_number=A62; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Faramir-Steward-of-Gondor-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Faramir-Steward-of-Gondor-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A62 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718704; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718704 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
125,Magic,Art Series: Nazgûl,AMBIGUOUS,EXACT_RECOVERED,718672,718672|718673,collection-ambiguous-review.done.csv source_row=86; variant=gold_stamp; set_hint=LTR; card_number=53.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Nazgul-V2 || collection-ambiguous-review.done.csv source_row=86; variant=gold_stamp; set_hint=LTR; card_number=53.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Nazgul-V2 || collection-ambiguous-review.done.csv source_row=86; variant=gold_stamp; set_hint=LTR; card_number=53.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Nazgul-V2 || collection-ambiguous-review.done.csv source_row=86; variant=gold_stamp; set_hint=LTR; card_number=53.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Nazgul-V2 || collection-ambiguous-review.done.csv source_row=86; variant=gold_stamp; set_hint=LTR; card_number=53.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Nazgul-V2 || collection-ambiguous-review.done.csv source_row=86; variant=gold_stamp; set_hint=LTR; card_number=53.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Nazgul-V2 || collection-ambiguous-review.done.csv source_row=86; variant=gold_stamp; set_hint=LTR; card_number=53.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Nazgul-V2 || collection-ambiguous-review.done.csv source_row=86; variant=gold_stamp; set_hint=LTR; card_number=53.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Nazgul-V2 || collection-ambiguous-review.done.csv source_row=86; variant=gold_stamp; set_hint=LTR; card_number=53.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Nazgul-V2 || collection-ambiguous-review.done.csv source_row=86; variant=gold_stamp; set_hint=LTR; card_number=53.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Nazgul-V2 || collection-ambiguous-review.done.csv source_row=86; variant=gold_stamp; set_hint=LTR; card_number=53.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Nazgul-V2,cards.id=646; collection_items.card_id=646; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718672; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250742; source_variant=NULL; source_collector_number=A53; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Nazgul-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Nazgul-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A53 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718672; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718672 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
126,Magic,"Art Series: Sauron, the Dark Lord",AMBIGUOUS,EXACT_RECOVERED,718602,718602|718603,collection-ambiguous-review.done.csv source_row=87; variant=gold_stamp; set_hint=LTR; card_number=21.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Sauron-the-Dark-Lord-V2 || collection-ambiguous-review.done.csv source_row=87; variant=gold_stamp; set_hint=LTR; card_number=21.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Sauron-the-Dark-Lord-V2 || collection-ambiguous-review.done.csv source_row=87; variant=gold_stamp; set_hint=LTR; card_number=21.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Sauron-the-Dark-Lord-V2 || collection-ambiguous-review.done.csv source_row=87; variant=gold_stamp; set_hint=LTR; card_number=21.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Sauron-the-Dark-Lord-V2 || collection-ambiguous-review.done.csv source_row=87; variant=gold_stamp; set_hint=LTR; card_number=21.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Sauron-the-Dark-Lord-V2,cards.id=582; collection_items.card_id=582; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718602; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250765; source_variant=NULL; source_collector_number=A21; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Sauron-the-Dark-Lord-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Sauron-the-Dark-Lord-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A21 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718602; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718602 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
127,Magic,"Art Series: Éowyn, Fearless Knight",AMBIGUOUS,EXACT_RECOVERED,718577,718577|718578,collection-ambiguous-review.done.csv source_row=88; variant=gold_stamp; set_hint=LTR; card_number=15.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Eowyn-Fearless-Knight-V2 || collection-ambiguous-review.done.csv source_row=88; variant=gold_stamp; set_hint=LTR; card_number=15.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Eowyn-Fearless-Knight-V2 || collection-ambiguous-review.done.csv source_row=88; variant=gold_stamp; set_hint=LTR; card_number=15.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Eowyn-Fearless-Knight-V2 || collection-ambiguous-review.done.csv source_row=88; variant=gold_stamp; set_hint=LTR; card_number=15.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Eowyn-Fearless-Knight-V2 || collection-ambiguous-review.done.csv source_row=88; variant=gold_stamp; set_hint=LTR; card_number=15.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Eowyn-Fearless-Knight-V2,cards.id=570; collection_items.card_id=570; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718577; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250708; source_variant=NULL; source_collector_number=A15; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Eowyn-Fearless-Knight-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Eowyn-Fearless-Knight-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A15 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718577; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718577 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
128,Magic,Art Series: Samwise Gamgee,AMBIGUOUS,EXACT_RECOVERED,718671,718598|718599|718670|718671,collection-ambiguous-review.done.csv source_row=89; variant=gold_stamp; set_hint=LTR; card_number=19.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Samwise-Gamgee-V2 || collection-ambiguous-review.done.csv source_row=89; variant=gold_stamp; set_hint=LTR; card_number=19.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Samwise-Gamgee-V2 || collection-ambiguous-review.done.csv source_row=89; variant=gold_stamp; set_hint=LTR; card_number=19.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Samwise-Gamgee-V2 || collection-ambiguous-review.done.csv source_row=89; variant=gold_stamp; set_hint=LTR; card_number=19.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Samwise-Gamgee-V2 || collection-ambiguous-review.done.csv source_row=89; variant=gold_stamp; set_hint=LTR; card_number=19.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Samwise-Gamgee-V2 || collection-ambiguous-review.done.csv source_row=89; variant=gold_stamp; set_hint=LTR; card_number=19.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Samwise-Gamgee-V2 || collection-ambiguous-review.done.csv source_row=89; variant=gold_stamp; set_hint=LTR; card_number=19.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Samwise-Gamgee-V2,cards.id=645; collection_items.card_id=645; printing_variant=other; variant_label=Gold-Stamped; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718671; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250811; source_variant=Gold-Stamped; source_collector_number=A52g; image_language_scope=en; fallback=0 || CONFLICT: CardTrader image collector=A52g vs collection=ART-19,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Samwise-Gamgee-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Samwise-Gamgee-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Decisión humana explícita confirma Art Series: Samwise Gamgee A19/19 of 81, Gold-Stamped y Cardmarket V.2; el catálogo local contiene un único producto compatible: idProduct=718671. La provenance CardTrader A52g era incorrecta para este Collection item; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718671 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
131,Magic,Art Series: Gandalf the White,AMBIGUOUS,EXACT_RECOVERED,718547,718547|718548,collection-ambiguous-review.done.csv source_row=46; variant=gold_stamp; set_hint=LTR; card_number=3.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gandalf-the-White-V2 || collection-ambiguous-review.done.csv source_row=46; variant=gold_stamp; set_hint=LTR; card_number=3.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gandalf-the-White-V2 || collection-ambiguous-review.done.csv source_row=46; variant=gold_stamp; set_hint=LTR; card_number=3.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gandalf-the-White-V2 || collection-ambiguous-review.done.csv source_row=46; variant=gold_stamp; set_hint=LTR; card_number=3.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gandalf-the-White-V2 || collection-ambiguous-review.done.csv source_row=46; variant=gold_stamp; set_hint=LTR; card_number=3.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gandalf-the-White-V2 || collection-ambiguous-review.done.csv source_row=46; variant=gold_stamp; set_hint=LTR; card_number=3.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gandalf-the-White-V2 || collection-ambiguous-review.done.csv source_row=46; variant=gold_stamp; set_hint=LTR; card_number=3.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gandalf-the-White-V2,cards.id=546; collection_items.card_id=546; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active collection notes=Agregada manualmente desde lista Art Series; sin purchase_price registrado,cardmarket_product_mappings current=718547; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250705; source_variant=NULL; source_collector_number=A03; image_language_scope=en; fallback=0 || CONFLICT: CardTrader image collector=A03 vs collection=ART-3,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gandalf-the-White-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gandalf-the-White-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A3 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718547; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718547 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
133,One Piece,Borsalino,AMBIGUOUS,MANUAL_WEB_REVIEW,,733344|747506,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=17163; collection_items.card_id=17163; printing_variant=normal; variant_label=NULL; finish=NULL; treatment=NULL; source_variant=Base; release_kind=original; art_kind=base; catalog_status=active,"cardmarket_product idProduct=733344; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=747506; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=268604; scope=exact; metadata={""release_id"":3461,""version"":null} || card_images source_card_id=268604; source_variant=Base; source_collector_number=OP05-051; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op05 + OP05-051 + jp + variant=Base; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 733344|747506 and verify JP + op05 + Base / release; record one idProduct only after evidence.,N/A
134,One Piece,Dracule Mihawk,AMBIGUOUS,MANUAL_WEB_REVIEW,,690897|768325,coleccion-a-cargar.numbers exists as historical source; no matching row-level record is present in the derived review CSV.,cards.id=15439; collection_items.card_id=15439; printing_variant=confirmed_parallel; variant_label=Alternate Art | Fixed Reprint; finish=NULL; treatment=NULL; source_variant=Alternate Art | Fixed Reprint; release_kind=reprint; art_kind=alternate_art; catalog_status=active,"cardmarket_product idProduct=690897; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]} || cardmarket_product idProduct=768325; scope=mixed; metadata={""allowed_languages"":[""en"",""jp"",""zh-CN"",""kr"",""fr""]}",Not applicable to One Piece.,"Blueprint id=244585; scope=exact; metadata={""release_id"":3332,""version"":""Alternate Art | Fixed Reprint""} || card_images source_card_id=244585; source_variant=Alternate Art | Fixed Reprint; source_collector_number=OP01-070a; image_language_scope=en; fallback=1",No historical Cardmarket URL found in local provenance.,false,NULL,NULL,Not detected,Local provenance identifies op01 + OP01-070 + jp + variant=Alternate Art | Fixed Reprint; Cardmarket candidates remain language_scope=mixed and no unique Cardmarket idProduct is locally proven. CardTrader is auxiliary only.,Verify externally which candidate is the exact JP set/release/version/variant; no price-based selection.,Inspect Cardmarket candidates 690897|768325 and verify JP + op01 + Alternate Art | Fixed Reprint / release; record one idProduct only after evidence.,N/A
