collector_number,printed_set_number,card_name,tcgdex_name,category,pokemon_species,dex_number,rarity,rarity_group,hp,pokemon_type,stage,evolves_from,is_ex,artist,regulation_mark,abilities,attacks,weaknesses,retreat,has_normal,has_holo,has_reverse_holo,variant_confidence,official_source,metadata_sources,source_confidence,source_notes,tcgdex_id,pokemon_tcg_api_id,image
123,123,Scyther,Scyther,Pokemon,Scyther,[123],Uncommon,Uncommon,70,"[""Grass""]",Basic,,0,Hideki Ishikawa,G,[],"[""Helpful Slash"",""Slicing Blade""]","[{""type"":""Fire"",""value"":""×2""}]",0,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-123,sv3pt5-123,https://assets.tcgdex.net/en/sv/sv03.5/123
124,124,Jynx ex,Jynx ex,Pokemon,Jynx,[124],Double rare,Double Rare,200,"[""Water""]",Basic,,1,Ayaka Yoshida,G,[],"[""Heart-Stopping Kiss"",""Icy Wind""]","[{""type"":""Metal"",""value"":""×2""}]",2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-124,sv3pt5-124,https://assets.tcgdex.net/en/sv/sv03.5/124
125,125,Electabuzz,Electabuzz,Pokemon,Electabuzz,[125],Common,Common,90,"[""Lightning""]",Basic,,0,NC Empire,G,[],"[""Electro Combo"",""Light Punch""]","[{""type"":""Fighting"",""value"":""×2""}]",2,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-125,sv3pt5-125,https://assets.tcgdex.net/en/sv/sv03.5/125
126,126,Magmar,Magmar,Pokemon,Magmar,[126],Common,Common,90,"[""Fire""]",Basic,,0,Toshinao Aoki,G,[],"[""Live Coal"",""Flare Combo""]","[{""type"":""Water"",""value"":""×2""}]",2,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-126,sv3pt5-126,https://assets.tcgdex.net/en/sv/sv03.5/126
127,127,Pinsir,Pinsir,Pokemon,Pinsir,[127],Uncommon,Uncommon,120,"[""Grass""]",Basic,,0,Yuya Oka,G,[],"[""Vise Grip"",""Reckless Throw""]","[{""type"":""Fire"",""value"":""×2""}]",2,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-127,sv3pt5-127,https://assets.tcgdex.net/en/sv/sv03.5/127
128,128,Tauros,Tauros,Pokemon,Tauros,[128],Uncommon,Uncommon,120,"[""Colorless""]",Basic,,0,Takeshi Nakamura,G,[],"[""Gather the Crew"",""Rage""]","[{""type"":""Fighting"",""value"":""×2""}]",2,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-128,sv3pt5-128,https://assets.tcgdex.net/en/sv/sv03.5/128
129,129,Magikarp,Magikarp,Pokemon,Magikarp,[129],Common,Common,30,"[""Water""]",Basic,,0,Kouki Saitou,G,[],"[""Splashy Splash""]","[{""type"":""Lightning"",""value"":""×2""}]",1,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-129,sv3pt5-129,https://assets.tcgdex.net/en/sv/sv03.5/129
130,130,Gyarados,Gyarados,Pokemon,Gyarados,[130],Rare,Rare,190,"[""Water""]",Stage1,Magikarp,0,Kouki Saitou,G,"[""Untamed One""]","[""Hyper Beam""]","[{""type"":""Lightning"",""value"":""×2""}]",4,0,1,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-130,sv3pt5-130,https://assets.tcgdex.net/en/sv/sv03.5/130
131,131,Lapras,Lapras,Pokemon,Lapras,[131],Uncommon,Uncommon,110,"[""Water""]",Basic,,0,LINNE,G,[],"[""Hop on My Back"",""Aqua Edge""]","[{""type"":""Lightning"",""value"":""×2""}]",1,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-131,sv3pt5-131,https://assets.tcgdex.net/en/sv/sv03.5/131
132,132,Ditto,Ditto,Pokemon,Ditto,[132],Rare,Rare,60,"[""Colorless""]",Basic,,0,KIYOTAKA OSHIYAMA,G,"[""Transformative Start""]","[""Splup""]","[{""type"":""Fighting"",""value"":""×2""}]",1,0,1,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-132,sv3pt5-132,https://assets.tcgdex.net/en/sv/sv03.5/132
133,133,Eevee,Eevee,Pokemon,Eevee,[133],Common,Common,70,"[""Colorless""]",Basic,,0,Narumi Sato,G,[],"[""Colorful Friends"",""Skip""]","[{""type"":""Fighting"",""value"":""×2""}]",1,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-133,sv3pt5-133,https://assets.tcgdex.net/en/sv/sv03.5/133
134,134,Vaporeon,Vaporeon,Pokemon,Vaporeon,[134],Rare,Rare,130,"[""Water""]",Stage1,Eevee,0,kirisAki,G,[],"[""Spiral Drain"",""Fighting Whirlpool""]","[{""type"":""Lightning"",""value"":""×2""}]",2,0,1,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-134,sv3pt5-134,https://assets.tcgdex.net/en/sv/sv03.5/134
135,135,Jolteon,Jolteon,Pokemon,Jolteon,[135],Rare,Rare,110,"[""Lightning""]",Stage1,Eevee,0,sui,G,[],"[""Linear Attack"",""Fighting Lightning""]","[{""type"":""Fighting"",""value"":""×2""}]",0,0,1,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-135,sv3pt5-135,https://assets.tcgdex.net/en/sv/sv03.5/135
136,136,Flareon,Flareon,Pokemon,Flareon,[136],Rare,Rare,130,"[""Fire""]",Stage1,Eevee,0,Ryota Murayama,G,[],"[""Destructive Flame"",""Fighting Blaze""]","[{""type"":""Water"",""value"":""×2""}]",2,0,1,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-136,sv3pt5-136,https://assets.tcgdex.net/en/sv/sv03.5/136
137,137,Porygon,Porygon,Pokemon,Porygon,[137],Common,Common,60,"[""Colorless""]",Basic,,0,5ban Graphics,G,[],"[""Conversion 4""]","[{""type"":""Fighting"",""value"":""×2""}]",1,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-137,sv3pt5-137,https://assets.tcgdex.net/en/sv/sv03.5/137
138,138,Omanyte,Omanyte,Pokemon,Omanyte,[138],Uncommon,Uncommon,100,"[""Water""]",Stage1,Antique Helix Fossil,0,Akira Komayama,G,[],"[""Tentacular Return""]","[{""type"":""Lightning"",""value"":""×2""}]",2,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-138,sv3pt5-138,https://assets.tcgdex.net/en/sv/sv03.5/138
139,139,Omastar,Omastar,Pokemon,Omastar,[139],Rare,Rare,150,"[""Water""]",Stage2,Omanyte,0,Akira Komayama,G,"[""Primordial Tentacles""]","[""Aqua Split""]","[{""type"":""Lightning"",""value"":""×2""}]",3,0,1,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-139,sv3pt5-139,https://assets.tcgdex.net/en/sv/sv03.5/139
140,140,Kabuto,Kabuto,Pokemon,Kabuto,[140],Uncommon,Uncommon,90,"[""Fighting""]",Stage1,Antique Dome Fossil,0,Souichirou Gunjima,G,[],"[""Double Scratch""]","[{""type"":""Grass"",""value"":""×2""}]",2,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-140,sv3pt5-140,https://assets.tcgdex.net/en/sv/sv03.5/140
141,141,Kabutops,Kabutops,Pokemon,Kabutops,[141],Rare,Rare,160,"[""Fighting""]",Stage2,Kabuto,0,Souichirou Gunjima,G,"[""Ancient Way""]","[""Draining Blade""]","[{""type"":""Grass"",""value"":""×2""}]",2,0,1,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-141,sv3pt5-141,https://assets.tcgdex.net/en/sv/sv03.5/141
142,142,Aerodactyl,Aerodactyl,Pokemon,Aerodactyl,[142],Rare,Rare,130,"[""Colorless""]",Stage1,Antique Old Amber,0,Shinji Kanda,G,[],"[""Glide"",""Devolution Ray""]","[{""type"":""Lightning"",""value"":""×2""}]",0,0,1,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-142,sv3pt5-142,https://assets.tcgdex.net/en/sv/sv03.5/142
143,143,Snorlax,Snorlax,Pokemon,Snorlax,[143],Uncommon,Uncommon,150,"[""Colorless""]",Basic,,0,HYOGONOSUKE,G,"[""Voraciousness""]","[""Thudding Press""]","[{""type"":""Fighting"",""value"":""×2""}]",4,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-143,sv3pt5-143,https://assets.tcgdex.net/en/sv/sv03.5/143
144,144,Articuno,Articuno,Pokemon,Articuno,[144],Rare,Rare,120,"[""Water""]",Basic,,0,chibi,G,"[""Ice Float""]","[""Blizzard""]","[{""type"":""Lightning"",""value"":""×2""}]",2,0,1,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-144,sv3pt5-144,https://assets.tcgdex.net/en/sv/sv03.5/144
145,145,Zapdos ex,Zapdos ex,Pokemon,Zapdos,[145],Double rare,Double Rare,200,"[""Lightning""]",Basic,,1,takuyoa,G,"[""Voltaic Float""]","[""Multishot Lightning""]","[{""type"":""Lightning"",""value"":""×2""}]",2,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-145,sv3pt5-145,https://assets.tcgdex.net/en/sv/sv03.5/145
146,146,Moltres,Moltres,Pokemon,Moltres,[146],Rare,Rare,120,"[""Fire""]",Basic,,0,KEIICHIRO ITO,G,"[""Flare Float""]","[""Blazing Flight""]","[{""type"":""Lightning"",""value"":""×2""}]",2,0,1,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-146,sv3pt5-146,https://assets.tcgdex.net/en/sv/sv03.5/146
147,147,Dratini,Dratini,Pokemon,Dratini,[147],Common,Common,60,"[""Dragon""]",Basic,,0,Sanosuke Sakuma,G,[],"[""Beat"",""Draconic Whip""]",,1,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-147,sv3pt5-147,https://assets.tcgdex.net/en/sv/sv03.5/147
148,148,Dragonair,Dragonair,Pokemon,Dragonair,[148],Uncommon,Uncommon,100,"[""Dragon""]",Stage1,Dratini,0,Sanosuke Sakuma,G,[],"[""Beat"",""Aqua Slash""]",,2,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-148,sv3pt5-148,https://assets.tcgdex.net/en/sv/sv03.5/148
149,149,Dragonite,Dragonite,Pokemon,Dragonite,[149],Rare,Rare,180,"[""Dragon""]",Stage2,Dragonair,0,Sanosuke Sakuma,G,"[""Jet Cruise""]","[""Dragon Pulse""]",,3,0,1,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-149,sv3pt5-149,https://assets.tcgdex.net/en/sv/sv03.5/149
150,150,Mewtwo,Mewtwo,Pokemon,Mewtwo,[150],Rare,Rare,130,"[""Psychic""]",Basic,,0,AKIRA EGAWA,G,[],"[""Reflective Barrier"",""Psyslash""]","[{""type"":""Darkness"",""value"":""×2""}]",2,0,1,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-150,sv3pt5-150,https://assets.tcgdex.net/en/sv/sv03.5/150
151,151,Mew ex,Mew ex,Pokemon,Mew,[151],Double rare,Double Rare,180,"[""Psychic""]",Basic,,1,aky CG Works,G,"[""Restart""]","[""Genome Hacking""]","[{""type"":""Darkness"",""value"":""×2""}]",0,0,1,0,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-151,sv3pt5-151,https://assets.tcgdex.net/en/sv/sv03.5/151
152,152,Antique Dome Fossil,Antique Dome Fossil,Trainer,,,Common,Common,60,,Item,,0,AYUMI ODASHIMA,G,"[""Domed Armor""]",[],,,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-152,sv3pt5-152,https://assets.tcgdex.net/en/sv/sv03.5/152
153,153,Antique Helix Fossil,Antique Helix Fossil,Trainer,,,Common,Common,60,,Item,,0,AYUMI ODASHIMA,G,"[""Helical Swell""]",[],,,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-153,sv3pt5-153,https://assets.tcgdex.net/en/sv/sv03.5/153
154,154,Antique Old Amber,Antique Old Amber,Trainer,,,Common,Common,60,,Item,,0,AYUMI ODASHIMA,G,"[""Amber Protection""]",[],,,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-154,sv3pt5-154,https://assets.tcgdex.net/en/sv/sv03.5/154
155,155,Big Air Balloon,Big Air Balloon,Trainer,,,Uncommon,Uncommon,,,Pokémon Tool,,0,Toyste Beach,G,[],[],,,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-155,sv3pt5-155,https://assets.tcgdex.net/en/sv/sv03.5/155
156,156,Bill’s Transfer,Bill's Transfer,Trainer,,,Uncommon,Uncommon,,,Supporter,,0,GIDORA,G,[],[],,,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-156,sv3pt5-156,https://assets.tcgdex.net/en/sv/sv03.5/156
157,157,Cycling Road,Cycling Road,Trainer,,,Uncommon,Uncommon,,,Stadium,,0,Oswaldo KATO,G,[],[],,,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-157,sv3pt5-157,https://assets.tcgdex.net/en/sv/sv03.5/157
158,158,Daisy’s Help,Daisy's Help,Trainer,,,Uncommon,Uncommon,,,Supporter,,0,Tomomi Kaneko,G,[],[],,,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-158,sv3pt5-158,https://assets.tcgdex.net/en/sv/sv03.5/158
159,159,Energy Sticker,Energy Sticker,Trainer,,,Uncommon,Uncommon,,,Item,,0,Ayaka Yoshida,G,[],[],,,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-159,sv3pt5-159,https://assets.tcgdex.net/en/sv/sv03.5/159
160,160,Erika’s Invitation,Erika's Invitation,Trainer,,,Uncommon,Uncommon,,,Supporter,,0,saino misaki,G,[],[],,,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-160,sv3pt5-160,https://assets.tcgdex.net/en/sv/sv03.5/160
161,161,Giovanni’s Charisma,Giovanni's Charisma,Trainer,,,Uncommon,Uncommon,,,Supporter,,0,hncl,G,[],[],,,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-161,sv3pt5-161,https://assets.tcgdex.net/en/sv/sv03.5/161
162,162,Grabber,Grabber,Trainer,,,Uncommon,Uncommon,,,Item,,0,inose yukie,G,[],[],,,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-162,sv3pt5-162,https://assets.tcgdex.net/en/sv/sv03.5/162
163,163,Leftovers,Leftovers,Trainer,,,Uncommon,Uncommon,,,Pokémon Tool,,0,Studio Bora Inc.,G,[],[],,,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-163,sv3pt5-163,https://assets.tcgdex.net/en/sv/sv03.5/163
164,164,Protective Goggles,Protective Goggles,Trainer,,,Uncommon,Uncommon,,,Pokémon Tool,,0,Toyste Beach,G,[],[],,,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-164,sv3pt5-164,https://assets.tcgdex.net/en/sv/sv03.5/164
165,165,Rigid Band,Rigid Band,Trainer,,,Uncommon,Uncommon,,,Pokémon Tool,,0,Toyste Beach,G,[],[],,,1,0,1,SUPPORTED,https://assets.pokemon.com/assets/cms2/pdf/trading-card-game/checklist/mew_web_cardlist_en.pdf,official_pokemon_checklist;tcgdex;pokemon_tcg_api,HIGH for number/name/set membership; MEDIUM for metadata from structured secondary sources,Official PDF extraction does not expose per-row rarity icons as text; rarity is sourced from TCGdex/API and remains separately attributed.,sv03.5-165,sv3pt5-165,https://assets.tcgdex.net/en/sv/sv03.5/165
